@@ Smileys & Emotion
1FAF5,1F3FB;fq;index pointing at the viewer - light skin tone
1FAF5,1F3FC;fq;index pointing at the viewer - medium-light skin tone
1FAF5,1F3FD;fq;index pointing at the viewer - medium skin tone
1FAF5,1F3FE;fq;index pointing at the viewer - medium-dark skin tone
1FAF5,1F3FF;fq;index pointing at the viewer - dark skin tone
1F44D;fq;thumbs up
1F44D,1F3FB;fq;thumbs up - light skin tone
1F44D,1F3FC;fq;thumbs up - medium-light skin tone
1F44D,1F3FD;fq;thumbs up - medium skin tone
1F44D,1F3FE;fq;thumbs up - medium-dark skin tone
1F44D,1F3FF;fq;thumbs up - dark skin tone
1F44E;fq;thumbs down
1F44E,1F3FB;fq;thumbs down - light skin tone
1F44E,1F3FC;fq;thumbs down - medium-light skin tone
1F44E,1F3FD;fq;thumbs down - medium skin tone
1F44E,1F3FE;fq;thumbs down - medium-dark skin tone
1F44E,1F3FF;fq;thumbs down - dark skin tone
270A;fq;raised fist
270A,1F3FB;fq;raised fist - light skin tone
270A,1F3FC;fq;raised fist - medium-light skin tone
270A,1F3FD;fq;raised fist - medium skin tone
270A,1F3FE;fq;raised fist - medium-dark skin tone
270A,1F3FF;fq;raised fist - dark skin tone
1F44A;fq;oncoming fist
1F44A,1F3FB;fq;oncoming fist - light skin tone
1F44A,1F3FC;fq;oncoming fist - medium-light skin tone
1F44A,1F3FD;fq;oncoming fist - medium skin tone
1F44A,1F3FE;fq;oncoming fist - medium-dark skin tone
1F44A,1F3FF;fq;oncoming fist - dark skin tone
1F91B;fq;left-facing fist
1F91B,1F3FB;fq;left-facing fist - light skin tone
1F91B,1F3FC;fq;left-facing fist - medium-light skin tone
1F91B,1F3FD;fq;left-facing fist - medium skin tone
1F91B,1F3FE;fq;left-facing fist - medium-dark skin tone
1F91B,1F3FF;fq;left-facing fist - dark skin tone
1F91C;fq;right-facing fist
1F91C,1F3FB;fq;right-facing fist - light skin tone
1F91C,1F3FC;fq;right-facing fist - medium-light skin tone
1F91C,1F3FD;fq;right-facing fist - medium skin tone
1F91C,1F3FE;fq;right-facing fist - medium-dark skin tone
1F91C,1F3FF;fq;right-facing fist - dark skin tone
1F44F;fq;clapping hands
1F44F,1F3FB;fq;clapping hands - light skin tone
1F44F,1F3FC;fq;clapping hands - medium-light skin tone
1F44F,1F3FD;fq;clapping hands - medium skin tone
1F44F,1F3FE;fq;clapping hands - medium-dark skin tone
1F44F,1F3FF;fq;clapping hands - dark skin tone
1F64C;fq;raising hands
1F64C,1F3FB;fq;raising hands - light skin tone
1F64C,1F3FC;fq;raising hands - medium-light skin tone
1F64C,1F3FD;fq;raising hands - medium skin tone
1F64C,1F3FE;fq;raising hands - medium-dark skin tone
1F64C,1F3FF;fq;raising hands - dark skin tone
1FAF6;fq;heart hands
1FAF6,1F3FB;fq;heart hands - light skin tone
1FAF6,1F3FC;fq;heart hands - medium-light skin tone
1FAF6,1F3FD;fq;heart hands - medium skin tone
1FAF6,1F3FE;fq;heart hands - medium-dark skin tone
1FAF6,1F3FF;fq;heart hands - dark skin tone
1F450;fq;open hands
1F450,1F3FB;fq;open hands - light skin tone
1F450,1F3FC;fq;open hands - medium-light skin tone
1F450,1F3FD;fq;open hands - medium skin tone
1F450,1F3FE;fq;open hands - medium-dark skin tone
1F450,1F3FF;fq;open hands - dark skin tone
1F932;fq;palms up together
1F932,1F3FB;fq;palms up together - light skin tone
1F932,1F3FC;fq;palms up together - medium-light skin tone
1F932,1F3FD;fq;palms up together - medium skin tone
1F932,1F3FE;fq;palms up together - medium-dark skin tone
1F932,1F3FF;fq;palms up together - dark skin tone
1F91D;fq;handshake
1F91D,1F3FB;fq;handshake - light skin tone
1F91D,1F3FC;fq;handshake - medium-light skin tone
1F91D,1F3FD;fq;handshake - medium skin tone
1F91D,1F3FE;fq;handshake - medium-dark skin tone
1F91D,1F3FF;fq;handshake - dark skin tone
1FAF1,1F3FB,200D,1FAF2,1F3FC;fq;handshake - light skin tone, medium-light skin tone
1FAF1,1F3FB,200D,1FAF2,1F3FD;fq;handshake - light skin tone, medium skin tone
1FAF1,1F3FB,200D,1FAF2,1F3FE;fq;handshake - light skin tone, medium-dark skin tone
1FAF1,1F3FB,200D,1FAF2,1F3FF;fq;handshake - light skin tone, dark skin tone
1FAF1,1F3FC,200D,1FAF2,1F3FB;fq;handshake - medium-light skin tone, light skin tone
1FAF1,1F3FC,200D,1FAF2,1F3FD;fq;handshake - medium-light skin tone, medium skin tone
