# group: Smileys & Emotion
2197;false;up-right arrow;↗
27A1;false;right arrow;➡
2198;false;down-right arrow;↘
2B07;false;down arrow;⬇
2199;false;down-left arrow;↙
2B05;false;left arrow;⬅
2196;false;up-left arrow;↖
2195;false;up-down arrow;↕
2194;false;left-right arrow;↔
21A9;false;right arrow curving left;↩
21AA;false;left arrow curving right;↪
2934;false;right arrow curving up;⤴
2935;false;right arrow curving down;⤵
1F504;false;counterclockwise arrows button;🔄
1F51A;false;END arrow;🔚
1F51C;false;SOON arrow;🔜
1F6D0;false;place of worship;🛐
269B;false;atom symbol;⚛
1F549;false;om;🕉
2721;false;star of David;✡
2638;false;wheel of dharma;☸
262F;false;yin yang;☯
271D;false;latin cross;✝
2626;false;orthodox cross;☦
262A;false;star and crescent;☪
262E;false;peace symbol;☮
1F52F;false;dotted six-pointed star;🔯
2648;false;Aries;♈
264A;false;Gemini;♊
264C;false;Leo;♌
264E;false;Libra;♎
2650;false;Sagittarius;♐
2652;false;Aquarius;♒
26CE;false;Ophiuchus;⛎
1F501;false;repeat button;🔁
25B6;false;play button;▶
23ED;false;next track button;⏭
23EF;false;play or pause button;⏯
25C0;false;reverse button;◀
23EE;false;last track button;⏮
23EB;false;fast up button;⏫
23EC;false;fast down button;⏬
23F8;false;pause button;⏸
23F9;false;stop button;⏹
23FA;false;record button;⏺
23CF;false;eject button;⏏
1F505;false;dim button;🔅
1F4F6;false;antenna bars;📶
1F4F3;false;vibration mode;📳
2640;false;female sign;♀
2642;false;male sign;♂
26A7;false;transgender symbol;⚧
2716;false;multiply;✖
2796;false;minus;➖
1F7F0;false;heavy equals sign;🟰
267E;false;infinity;♾
203C;false;double exclamation mark;‼
2049;false;exclamation question mark;⁉
2754;false;white question mark;❔
2757;false;red exclamation mark;❗
3030;false;wavy dash;〰
1F4B2;false;heavy dollar sign;💲
2695;false;medical symbol;⚕
267B;false;recycling symbol;♻
269C;false;fleur-de-lis;⚜
1F4DB;false;name badge;📛
2B55;false;hollow red circle;⭕
2611;false;check box with check;☑
2714;false;check mark;✔
